6288,15.9587,1.37056,32,6380239676369802956,AIS,0,0.35245300863704704,0.58152139186859131,GALEX J010349.0+012200,15.954285038278639,1.366683705913935,2,204,204,13.30315,0.006584016,-999,-999,17327.73,105.051613,-999,-999,0.0222482421,false,0.00149148447,-99,15.69309,1.88630,2006-11-17,2007-04-20,2007-09-21,54056.668888888889,54210.668888888889,54364.746203703704,AIS_265,50265,1,58,6380239676367699968,-99,-99,32,160.96806335449219,156.83546447753906,32
6288,15.9587,1.37056,32,6380239676368748545,AIS,0,0.38646022352591641,0.58241564035415649,GALEX J010349.0+012156,15.954416235864031,1.3657489340765809,1,204,204,-999,-999,11.4890032,0.00164608611,-999,-999,92129.42,139.643616,0.0222482421,false,-99,0.0162172429,15.69309,1.88630,2006-11-17,2007-04-20,2007-09-21,54056.668888888889,54210.668888888889,54364.746203703704,AIS_265,50265,1,58,6380239676367699968,2731.484619140625,843.08990478515625,32,-99,-99,32
6288,15.9587,1.37056,32,6380239684958685735,AIS,0,0.37390155425837251,0.30644050240516663,GALEX J010348.6+012207,15.95277001631996,1.368639225358292,1,201,200,-999,-999,11.3726549,0.00118222332,-999,-999,102550.406,111.636726,0.0222482421,false,-99,0.0175334476,16.15645,1.13964,2006-11-17,2007-04-20,2007-09-21,54056.667326388888,54210.667326388888,54364.744571759256,AIS_265,50265,1,66,6380239684957634560,3040.44970703125,926.06463623046875,2,-99,-99,0
6288,15.9587,1.37056,32,6380239684959738264,AIS,0,0.33716804725546295,0.3036322295665741,GALEX J010349.1+012159,15.95470787162699,1.3666039392368581,2,201,200,12.8212938,0.004346158,-999,-999,27007.502,108.083672,-999,-999,0.0222482421,false,0.00127535837,-99,16.15645,1.13964,2006-11-17,2007-04-20,2007-09-21,54056.667326388888,54210.667326388888,54364.744571759256,AIS_265,50265,1,66,6380239684957634560,-99,-99,2,250.88949584960938,248.67405700683594,0
6288,15.9587,1.37056,32,2917384917015865344,MIS,0,0.30284797079452336,0.46907147765159607,GALEX J010348.9+012208,15.953930879961691,1.3689030735713961,1,3064.45,3064.45,-999,-999,11.4220934,0.000350637245,-999,-999,97985.625,31.6366558,0.0222482421,false,-99,0.0130188074,16.22667,0.98723,2007-09-22,2007-10-06,2007-10-21,54365.085960648146,54379.960960648146,54394.887442129628,MISWZS01_29056_0266,17381,1,-999,2917384917014806528,2905.111328125,870.17431640625,392,-99,-99,256
6288,15.9587,1.37056,32,2917384917016920141,MIS,0,0.34676625801049676,0.46688106656074524,GALEX J010349.0+012159,15.9544842979461,1.3666052694656181,2,3064.45,3064.45,13.39067,0.00123333919,-999,-999,15985.7822,18.1545963,-999,-999,0.0222482421,false,0.00177352014,-99,16.22667,0.98723,2007-09-22,2007-10-06,2007-10-21,54365.085960648146,54379.960960648146,54394.887442129628,MISWZS01_29056_0266,17381,1,-999,2917384917014806528,-99,-99,392,148.50187683105469,135.52272033691406,256
6288,15.9587,1.37056,32,2917983051341365286,MIS,0,0.31191730912805421,0.40713492035865784,GALEX J010349.5+012157,15.95630921475632,1.3659433915323409,1,1303.4,1303.4,-999,-999,11.5279284,0.000533969142,-999,-999,88884.92,43.70332,0.0222482421,false,-99,0.01963162,15.77420,1.73011,2008-09-26,2008-10-01,2008-10-05,54735.183310185188,54740.016643518517,54744.852916666663,MISWZS01_29025_0266,17398,1,-999,2917983051340316672,2635.29052734375,667.64239501953125,137,-99,-99,0
6288,15.9587,1.37056,32,2917983051342423575,MIS,0,0.36199796931708583,0.40564000606536865,GALEX J010349.0+012159,15.95418487147681,1.366556758056614,2,1303.4,1303.4,12.8928785,0.001263009,-999,-999,25284.2715,29.4054,-999,-999,0.0222482421,false,0.00123955589,-99,15.77420,1.73011,2008-09-26,2008-10-01,2008-10-05,54735.183310185188,54740.016643518517,54744.852916666663,MISWZS01_29025_0266,17398,1,-999,2917983051340316672,-99,-99,137,234.88133239746094,229.16566467285156,0
6288,15.9587,1.37056,32,6475721203849887984,MIS,0,0.31606170106787562,0.53903692960739136,GALEX J010349.0+012202,15.954512419845351,1.3673626898768041,3,1099.6,1099.6,13.5570107,0.00239468017,11.5061674,0.0007753057,13715.0557,30.2423286,90684.39,64.74045,0.0222482421,false,0.0015528514,0.0191190112,15.50584,1.66635,2008-10-01,2008-10-01,2008-10-01,54740.250092592592,54740.250092592592,54740.2628125,MISWZS01_29025_0266_css28952,52979,1,-999,6475721203846742016,2688.641845703125,679.87945556640625,136,127.40767669677734,120.75013732910156,136
6288,15.9587,1.37056,32,6484904324962981342,GII,0,0.46707711707078059,0.41528740525245667,GALEX J010348.2+012215,15.950930031337229,1.371072274982283,1,1630.3,0,-999,-999,11.7378941,0.000665502041,-999,-999,73255.81,44.891243,0.0222482421,false,-99,0.04223459,16.32883,1.19866,2010-09-22,2010-09-22,2010-09-22,55461.284490740742,55461.284490740742,55461.303356481483,GI6_046002_ZWCL348_css39483,53240,1,-999,6484904324961927168,2171.913330078125,548.2181396484375,136,-99,-99,-999
6301,16.0892,29.6869,33,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
6314,16.1542,39.9867,34,6372393508781688255,AIS,0,0.2730433068702966,0.26867979764938354,GALEX J010436.3+395926,16.151643508363819,39.990807618394662,3,96,96,13.598526,0.01055364,11.8653355,0.00294392649,13200.5332,128.281464,65142.6328,176.588516,0.0487123467,false,0.00117160857,0.0101758689,16.35621,39.77276,2006-11-09,2006-11-09,2006-11-09,54048.382847222223,54048.382847222223,54048.383958333332,AIS_42,50042,1,9,6372393508778541056,1931.37109375,1042.43505859375,2,122.62796783447266,123.55579376220703,0
6314,16.1542,39.9867,34,3082540359600832513,GII,0,0.14706956371055657,0.50929301977157593,GALEX J010437.1+395920,16.154735679993209,39.989116553698778,1,1301.6,1219.6,-999,-999,12.2721777,0.0007262017,-999,-999,44784.5977,29.9471931,0.0487123467,false,-99,0.0597248338,15.85880,40.44553,2005-11-12,2005-11-12,2005-11-12,53686.19091435185,53686.19091435185,53686.205972222226,GI2_033048_M31_E_Axis_4,22075,1,-999,3082540359599783936,1327.7890625,344.98992919921875,137,-99,-99,0
6314,16.1542,39.9867,34,3082540359601890076,GII,0,0.28714571498296287,0.50650012493133545,GALEX J010436.4+395927,16.151708879856919,39.991088700301347,2,1301.6,1219.6,13.72963,0.00217086868,-999,-999,11699.0313,23.3858757,-999,-999,0.0487123467,false,0.001253719,-99,15.85880,40.44553,2005-11-12,2005-11-12,2005-11-12,53686.19091435185,53686.19091435185,53686.205972222226,GI2_033048_M31_E_Axis_4,22075,1,-999,3082540359599783936,-99,-99,137,108.67958068847656,108.04116058349609,0
6479,16.4679,4.9025,35,2916962704551850536,MIS,0,0.4636540776212083,0.43637189269065857,GALEX J010551.4+045433,16.4641896743998,4.9092859761924323,2,2511.35,2511.35,17.51816,0.008030029,-999,-999,357.057129,2.64012814,-999,-999,0.0201511215,false,0.001173597,-99,16.04208,5.02583,2008-10-08,2008-10-18,2008-10-28,54747.1643287037,54757.4143287037,54767.650613425925,MISWZS01_17065_0266,17369,1,-999,2916962704549740544,-99,-99,136,3.3169257640838623,3.0558581352233887,256
6479,16.4679,4.9025,35,2916997888923943196,MIS,0,0.42100948220659856,0.627139687538147,GALEX J010551.0+045351,16.462728439636859,4.8977370245743153,2,2497.2,2497.2,22.14076,0.206490174,-999,-999,5.054731,0.9610979,-999,-999,0.0201511215,false,0.004669391,-99,16.50826,4.27224,2008-10-02,2008-10-14,2008-10-27,54741.413912037038,54753.9555787037,54766.487175925926,MISWZS01_17094_0266,17370,1,-999,2916997888921829376,-99,-99,49,0.046956542879343033,0.040727615356445312,288
6479,16.4679,4.9025,35,6380239621608969289,AIS,0,0.45754794390731113,0.43011891841888428,GALEX J010551.4+045433,16.464307389911848,4.9092335249493857,2,204,204,17.68365,0.04668731,-999,-999,306.5791,13.179883,-999,-999,0.0201511215,false,0.00124322029,-99,16.04716,5.02012,2007-09-21,2007-10-10,2007-10-29,54364.554502314815,54383.387835648151,54402.216400462959,AIS_265,50265,1,7,6380239621606866944,-99,-99,0,2.8480041027069092,2.9221258163452148,0
6480,16.4679,4.9025,36,6380239621608969289,AIS,0,0.45754794390731113,0.43011891841888428,GALEX J010551.4+045433,16.464307389911848,4.9092335249493857,2,204,204,17.68365,0.04668731,-999,-999,306.5791,13.179883,-999,-999,0.0201511215,false,0.00124322029,-99,16.04716,5.02012,2007-09-21,2007-10-10,2007-10-29,54364.554502314815,54383.387835648151,54402.216400462959,AIS_265,50265,1,7,6380239621606866944,-99,-99,0,2.8480041027069092,2.9221258163452148,0
6480,16.4679,4.9025,36,2916997888923943196,MIS,0,0.42100948220659856,0.627139687538147,GALEX J010551.0+045351,16.462728439636859,4.8977370245743153,2,2497.2,2497.2,22.14076,0.206490174,-999,-999,5.054731,0.9610979,-999,-999,0.0201511215,false,0.004669391,-99,16.50826,4.27224,2008-10-02,2008-10-14,2008-10-27,54741.413912037038,54753.9555787037,54766.487175925926,MISWZS01_17094_0266,17370,1,-999,2916997888921829376,-99,-99,49,0.046956542879343033,0.040727615356445312,288
6480,16.4679,4.9025,36,2916962704551850536,MIS,0,0.4636540776212083,0.43637189269065857,GALEX J010551.4+045433,16.4641896743998,4.9092859761924323,2,2511.35,2511.35,17.51816,0.008030029,-999,-999,357.057129,2.64012814,-999,-999,0.0201511215,false,0.001173597,-99,16.04208,5.02583,2008-10-08,2008-10-18,2008-10-28,54747.1643287037,54757.4143287037,54767.650613425925,MISWZS01_17065_0266,17369,1,-999,2916962704549740544,-99,-99,136,3.3169257640838623,3.0558581352233887,256
6668,16.7858,-23.9986,37,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
6680,16.9775,32.0178,38,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
6695,16.9892,20.7344,39,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
6706,16.9279,-9.78222,40,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
6920,17.5754,42.0828,41,6372428769389445591,AIS,0,0.18313097227447311,0.35401651263237,GALEX J011018.7+420449,17.5779052889373,42.08037957874533,3,136,136,16.8201542,0.03628924,12.6000013,0.00353408279,679.1105,22.6928215,33113.04,107.757118,0.0776685253,false,0.0014080368,0.007321233,17.18794,42.28489,2006-11-08,2006-11-08,2006-11-08,54047.23678240741,54047.23678240741,54047.238356481481,AIS_43,50043,1,80,6372428769386299392,981.74676513671875,519.6888427734375,0,6.3086795806884766,6.3193631172180176,0
7238,19.1233,79.9128,42,6373343523333212715,AIS,0,0.20212504226505651,0.55765223503112793,GALEX J011629.7+795433,19.123901933907629,79.909432899937713,1,105.05,0,-999,-999,12.6139126,0.004035216,-999,-999,32691.4883,121.470734,0.300136328,false,-99,0.0145867486,20.63456,79.42201,2011-11-09,2011-11-09,2011-11-09,55874.5828125,55874.5828125,55874.584027777775,AIS_69,50069,1,43,6373343523332161536,969.2484130859375,265.8267822265625,17,-99,-99,-999
7259,18.105,-30.8022,43,6385235830362870289,AIS,0,0.3980095231321461,0.34041959047317505,GALEX J011223.3-304807,18.097277158287682,-30.80217943854905,2,144,144,15.9096394,0.026835097,-999,-999,1570.892,38.81679,-999,-999,0.02292828,false,0.00107098289,-99,18.02367,-30.46770,2007-11-10,2007-11-10,2007-11-10,54414.522557870368,54414.522557870368,54414.524224537039,AIS_407,50407,1,33,6385235830360768512,-99,-99,0,14.592992782592773,14.95845890045166,0
7259,18.105,-30.8022,43,6385235830361817287,AIS,0,0.37258357019201543,0.34128156304359436,GALEX J011223.4-304810,18.097825844649151,-30.802967238367639,1,144,144,-999,-999,12.4314184,0.00297757587,-999,-999,38675.1875,106.038963,0.02292828,false,-99,0.01325852,18.02367,-30.46770,2007-11-10,2007-11-10,2007-11-10,54414.522557870368,54414.522557870368,54414.524224537039,AIS_407,50407,1,33,6385235830360768512,1146.6551513671875,735.8648681640625,0,-99,-99,0
7344,18.4275,7.58028,44,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
7345,18.4275,7.58028,45,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
7439,18.6058,-7.93694,46,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
7570,18.7521,-45.5375,47,6384532185869713510,AIS,0,0.484479753684593,0.56828922033309937,GALEX J011501.3-453147,18.755563632102731,-45.5297984720786,1,192,192,-999,-999,19.315155,0.143370226,-999,-999,68.22408,9.006724,0.0122736888,false,-99,0.01133548,19.03393,-44.99635,2007-09-28,2007-09-29,2007-09-29,54371.731041666666,54372.14770833333,54372.554027777776,AIS_387,50387,1,73,6384532185868664832,2.0227310657501221,0.65736979246139526,0,-99,-99,0
7570,18.7521,-45.5375,47,6384532185869713532,AIS,0,0.15435445022530439,0.5749126672744751,GALEX J011501.3-453212,18.755664213264879,-45.536879171181333,1,192,192,-999,-999,21.03253,0.276999235,-999,-999,14.0277281,3.57796478,0.0122736888,false,-99,0.00447354652,19.03393,-44.99635,2007-09-28,2007-09-29,2007-09-29,54371.731041666666,54372.14770833333,54372.554027777776,AIS_387,50387,1,73,6384532185868664832,0.4158988893032074,0.3844352662563324,0,-99,-99,0
7570,18.7521,-45.5375,47,6384532186943460165,AIS,0,0.48959371967993531,0.40967288613319397,GALEX J011457.7-453212,18.74049351341149,-45.536798952729093,1,176,176,-999,-999,21.3513737,0.407147735,-999,-999,10.4580288,3.92077613,0.0122736888,false,-99,0.006213196,18.67165,-45.94364,2007-09-28,2007-09-29,2007-09-29,54371.732615740744,54372.149282407408,54372.555543981478,AIS_387,50387,1,74,6384532186942406656,0.31006321310997009,0.34640249609947205,0,-99,-99,0
7788,18.9171,-68.8719,48,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
7804,19.4412,3.61056,49,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
8272,20.8346,58.1397,50,6373413945764479007,AIS,0,0.47000846099086813,0.59449869394302368,GALEX J012320.4+580851,20.835235984281841,58.147526279307442,1,300,0,-999,-999,13.6683416,0.005615161,-999,-999,12378.36,64.00229,0.501203,false,-99,0.0203283634,20.24761,58.65609,2011-09-29,2011-10-22,2011-11-14,55833.931504629632,55856.889837962961,55879.864537037036,AIS_71,50071,1,93,6373413945763430400,366.99786376953125,144.14015197753906,185,-99,-99,-999
8272,20.8346,58.1397,50,6372463874302543345,AIS,0,0.24350548914094256,0.44349783658981323,GALEX J012321.0+580836,20.837683559735439,58.1434177710659,1,257,0,-999,-999,12.6451979,0.00269759446,-999,-999,31762.9336,78.89826,0.501203,false,-99,0.0145703526,21.58720,57.94511,2011-09-29,2011-11-14,2011-12-29,55833.929907407408,55879.138240740744,55924.344930555555,AIS_44,50044,1,6,6372463874301493248,941.71832275390625,323.63699340820312,21,-99,-99,-999
8375,20.8854,34.2392,51,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
8424,21.4383,70.9714,52,6373378724885169531,AIS,0,0.49772812315863635,0.56581109762191772,GALEX J012547.6+705844,21.448516097828609,70.978997661231887,1,98.15,0,-999,-999,11.5900536,0.00270866067,-999,-999,83941.77,209.364426,0.525066257,false,-99,0.0242162365,22.98310,70.72065,2011-12-30,2011-12-30,2011-12-30,55925.180173611108,55925.180173611108,55925.181307870371,AIS_70,50070,1,59,6373378724884119552,2488.734375,251.05905151367188,25,-99,-99,-999
8556,21.1063,-6.91167,53,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
8589,21.15,-15.6619,54,6380485975563305938,AIS,0,0.24990689721302559,0.43548229336738586,GALEX J012436.2-153957,21.15112612302071,-15.66592150143342,1,304,304,-999,-999,21.7970066,0.216483459,-999,-999,6.93740654,1.382904,0.0197017416,false,-99,0.00276538916,20.88235,-15.31584,2004-09-20,2005-10-22,2006-11-23,53268.234884259262,53665.484884259262,54062.710740740738,AIS_272,50272,1,66,6380485975562256384,0.20568260550498962,0.18877561390399933,0,-99,-99,0
8673,21.5158,34.5872,55,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
8723,21.5737,19.1703,56,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
8774,21.7663,34.3531,57,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
8799,21.9079,45.4025,58,6372428729658900481,AIS,0,0.29146371827921175,0.47408208250999451,GALEX J012739.3+452417,21.91393145548502,45.404880042821858,1,104,0,-999,-999,11.4238844,0.002325856,-999,-999,97824.1,209.507156,0.0652985349,false,-99,0.0369963348,22.44794,45.69628,2011-11-14,2011-11-14,2011-11-14,55879.512916666667,55879.512916666667,55879.514120370368,AIS_43,50043,1,43,6372428729657851904,2900.322509765625,556.6553955078125,9,-99,-99,-999
8799,21.9079,45.4025,58,6372428742543806428,AIS,0,0.44400634373142578,0.59200537204742432,GALEX J012740.4+452408,21.918439544626381,45.402470744065852,1,88.05,0,-999,-999,11.9315691,0.003723071,-999,-999,61287.5078,210.108414,0.06765922,false,-99,0.03536695,21.98845,44.81253,2011-11-14,2011-11-14,2011-11-14,55879.516331018516,55879.516331018516,55879.51734953704,AIS_43,50043,1,55,6372428742542753792,1817.072998046875,488.0968017578125,137,-99,-99,-999
8803,21.7171,3.53639,59,6380274837118518404,AIS,0,0.44649135763092462,0.2399621307849884,GALEX J012653.8+033209,21.724540125808581,3.5359089898080658,1,96,0,-999,-999,10.2421312,0.00159450888,-999,-999,290500.531,426.524567,0.0275600068,false,-99,0.0144375162,21.62212,3.31882,2011-10-28,2011-10-28,2011-10-28,55862.88212962963,55862.88212962963,55862.883240740739,AIS_266,50266,1,36,6380274837117468672,8612.859375,1894.3966064453125,138,-99,-99,-999
9021,22.8013,70.2667,60,6373378724885168130,AIS,0,0.32730065933199487,0.462374210357666,GALEX J013114.2+701542,22.80918943548199,70.261939786811,1,98.15,0,-999,-999,11.9832058,0.003209996,-999,-999,58440.93,172.739548,0.7179272,false,-99,0.0276912935,22.98310,70.72065,2011-12-30,2011-12-30,2011-12-30,55925.180173611108,55925.180173611108,55925.181307870371,AIS_70,50070,1,59,6373378724884119552,1732.6766357421875,557.75738525390625,1,-99,-99,-999
9021,22.8013,70.2667,60,6373378734548846397,AIS,0,0.21798513976809494,0.49458688497543335,GALEX J013114.7+701604,22.811446947739711,70.267909237321732,1,136,0,-999,-999,12.2289333,0.00303024868,-999,-999,46604.332,130.039337,0.72448653,false,-99,0.04297995,22.13176,69.83106,2011-11-11,2011-11-11,2011-11-11,55876.990069444444,55876.990069444444,55876.991643518515,AIS_70,50070,1,68,6373378734547795968,1381.7412109375,303.4083251953125,1,-99,-99,-999
9030,22.7179,66.1,61,6373413860938876481,AIS,0,0.16371731275844359,0.42647373676300049,GALEX J013051.2+660607,22.713474370806338,66.102056882527577,1,96,0,-999,-999,10.9572535,0.00200397,-999,-999,150348.375,277.4343,1.26059783,false,-99,0.0273200385,23.27665,65.74276,2011-11-11,2011-11-11,2011-11-11,55876.97210648148,55876.97210648148,55876.973217592589,AIS_71,50071,1,14,6373413860937826304,4457.580078125,806.21759033203125,0,-99,-99,-999
9132,22.3979,-21.6164,62,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
9544,23.1504,-49.7192,63,6384567324073003029,AIS,0,0.47652312407370095,0.25094133615493774,GALEX J013236.4-494337,23.152009651947392,-49.727073583721328,3,192,192,15.4229231,0.0172708556,11.9956074,0.00216930034,2459.42114,39.11262,57777.2344,115.410843,0.0188268851,false,0.0009955325,0.0107487878,22.78875,-49.81614,2007-09-28,2007-09-28,2007-09-28,54371.457141203704,54371.623807870368,54371.800671296296,AIS_388,50388,1,30,6384567324069855232,1712.999267578125,1075.8497314453125,2,22.84709358215332,23.224294662475586,0
9826,24.1996,41.4108,64,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
9906,24.0521,-29.9058,65,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
9919,24.2779,12.1436,66,6377389682100011716,AIS,0,0.10210700098357384,0.50184887647628784,GALEX J013706.5+120831,24.277355714944349,12.14198354454529,1,211,211,-999,-999,11.3297157,0.00155688846,-999,-999,106687.438,152.947,0.057374116,false,-99,0.0360994674,23.76598,12.09866,2007-09-15,2007-10-07,2007-10-29,54358.940567129626,54380.523900462962,54402.147916666669,AIS_184,50184,1,2,6377389682098962432,3163.105712890625,688.83184814453125,136,-99,-99,0
9919,24.2779,12.1436,66,6377389682101064178,AIS,0,0.23303523000825246,0.49893391132354736,GALEX J013705.8+120830,24.274379152454529,12.14180084462761,2,211,211,13.2609015,0.006206396,-999,-999,18015.291,102.955833,-999,-999,0.057374116,false,0.0013908695,-99,23.76598,12.09866,2007-09-15,2007-10-07,2007-10-29,54358.940567129626,54380.523900462962,54402.147916666669,AIS_184,50184,1,2,6377389682098962432,-99,-99,136,167.35525512695313,165.32292175292969,0
9919,24.2779,12.1436,66,6377389685321236929,AIS,0,0.38958988687464113,0.50477457046508789,GALEX J013705.2+120828,24.271678633291081,12.14132661560833,1,263,263,-999,-999,11.392889,0.00139241118,-999,-999,100657.023,129.057053,0.057374116,false,-99,0.06407013,24.78640,12.18152,2007-09-15,2007-10-07,2007-10-29,54358.94222222222,54380.525555555556,54402.149861111109,AIS_184,50184,1,5,6377389685320187904,2984.313720703125,623.06671142578125,137,-99,-99,0
9919,24.2779,12.1436,66,6377389685322289707,AIS,0,0.22108398576211957,0.50190132856369019,GALEX J013705.9+120830,24.27458413048404,12.14184821433776,2,263,263,13.2040482,0.00505553745,-999,-999,18983.7715,88.37308,-999,-999,0.057374116,false,0.00129455735,-99,24.78640,12.18152,2007-09-15,2007-10-07,2007-10-29,54358.94222222222,54380.525555555556,54402.149861111109,AIS_184,50184,1,5,6377389685320187904,-99,-99,137,176.35206604003906,174.31486511230469,0
